Job_Index;Job_Title;Company_Name;Job_Location;Tasks;Skills
57;Project Leader 80 - 100 % (w/m/d);Hamilton Bonaduz AG;Bonaduz;Management & Verantwortung von Projekten (Multiprojektmanagement) unterschiedlicher Komplexität im kundenspezifischen Anlagenbau im Bereich Liquid Handling/Labor Automatisierung. | Führung von Projektteams in einer Matrixorganisation. | Planung und Koordination der Ressourcen für die Umsetzung der Projektaufgaben und -Verantwortlichkeiten. | Verantwortung für die Überwachung und Erreichung der Projektziele hinsichtlich Umfang, Kosten, Zeitplan und Qualität. | Vorbereitung und Erstellung der System-CE-Rezertifizieren und Dokumentation von Anlagen. | Koordination der Schnittstelle zwischen der internen & externen Projekt Stakeholder. | Unterstützung des Vertriebsteams in der Pre-Sales-Phase und bei der Anforderungserhebung | Erstellung von Aufwandsschätzungen und Angeboten.;Abgeschlossene technische oder naturwissenschaftliche Ausbildung/Studium oder abgeschlossene Lehre (technisch oder naturwissenschaftlich), sowie mindestens 5 Jahre Berufserfahrung. | Berufserfahrung im Umfeld von kundenspezifischem Engineering oder automatisierter Life-Science-Technologie ist von Vorteil. | Erfahrung im agilen Projektmanagement , oder die Bereitschaft, eine entsprechende Weiterbildung zu absolvieren (bsp. PMP, IPMA). | Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift.
58;Lab Technician LC-MS 100% (f/m/d);Solvias AG;Kaiseraugst;Independently conduct routine analytical projects, including stability and release studies | Prepare samples and perform HPLC/UPLC-UV-MS analyses in compliance with GMP regulations | Accurately document all activities, ensure proper data archiving, and support laboratory maintenance and compliance tasks | Completed apprenticeship as Laboratory Technician, CTA, or BTA | Minimum of 3 years' experience in a GMP-regulated environment | Hands-on experience with biological samples is a plus | Practical knowledge of liquid chromatography (HPLC/UPLC), experience with mass spectrometry is an advantage | Familiarity with Chromeleon software is beneficial | Strong communication skills in English, written and spoken | Comprehensive onboarding to ensure a smooth start | Flexible working models with a 40-hour workweek and at least 28.5 vacation days annually | Diverse opportunities for professional development and career growth | Attractive pension plans and commuter subsidies for public transport users | Generous family benefits, including above-average child allowances and voluntary family support | Access to discounts via a voucher platform and subsidized Reka-Checks | An excellent on-site cafeteria;no skills found on this job ad
59;Assistant-e HES (CDD 3 ans);Haute Ecole Arc;La Chaux-de-Fonds;no tasks found on this job ad;no skills found on this job ad
60;Qualifizierungsingenieur im Bereich Drug Substance;ITech Consult AG;Zug;no tasks found on this job ad;no skills found on this job ad
61;Technicien en automation;Nicht offengelegter Arbeitgeber;Region Vaud-la-Côte;Dépannage sur toutes les lignes de production. | Maintenance préventive des équipements. | Responsabilités des équipements de production (amélioration de l'efficacité, mise en place de plans de maintenance, création d'instructions de maintenance, formation...) | Support maintenance. | Automation et métrologie (diagnostic, étalonnage, maintenance de niveau 2, support au reste du personnel de l'équipe maintenance...);Diplôme en maintenance confirmé par une expérience de minimum 5 ans minimum dans le domaine de l'automation. | Des connaissances approfondies en automation sont indispensables, de même que de bases en électricité et en informatique. | Des connaissances de base en système de vision ou en robotique serait un plus. | Connaissance de l'anglais technique requise.
62;Maître d'enseignement HES;Etat de Fribourg;1700 Fribourg;Enseigner au sein de l'année pré-HES (maturité spécialisée - modules complémentaires) ou au programme Bachelor, dans son champ d'expertise | Réaliser des prestations de services ou de la formation continue | Effectuer des activités de gestion et d'organisation dans les domaines pédagogiques et administratifs liés à la fonction | Master en sciences infirmières ou formation jugée équivalente | Formation pédagogique et/ou expérience dans le champ de l'enseignement | Expérience professionnelle et expertise dans le domaine des soins de longue durée (personnes âgés, maladie chronique, réadaptation ...) et/ou expertise dans le domaine de la santé mentale | Faire preuve d'une bonne capacité d'organisation, de flexibilité, d'anticipation et de collaboration | Maîtrise de la langue française ou allemande avec de très bonnes connaissances de l'autre langue;no skills found on this job ad
63;Intern (6 Months) Control System Testbench Development 80 - 100 % (f/m/d);Hamilton Medical AG;Domat/Ems;Analyzing, improving, and validating aspects of control techniques based on clinical data | Improve the capabilities of our testbenches by adding new patient model scenarios derived from clinical data | Designing, programming, and running automated test protocols | MATLAB and Simulink programming;Experience in MATLAB programming | Good problem-solving skills | Fluent in German and/or English | Experience in Simulink is an advantage | Experience in control systems is an advantage
64;Inside Sales Support Representative – f/m/d – 80-100% - Bremgarten;Milian SA;Vernier;Service: Koordination der Serviceeinsätzen, Berechnung von Offerten, | LPP: Berechnung von Kundenofferten, Unterstützung bei der Projektplanung, Administrative Tätigkeiten | Verkauf: Prozess der Anpassung von Kundenpreislisten, Bearbeitung wissenschaftliche Kundenanfragen, Kundenmailings, Nachverfolgung von Offerten | Marketing: Planung und Koordination von Ausstellungen, allgemeine Unterstützung von Marketingprojekten, & aktivitäten;no skills found on this job ad
65;Data & Analytics Engineer (Jr/Mid-Level) (f|m|d) | 100% | Zurich - Hybrid Work;SMG Swiss Marketplace Group;Zürich;Design, build, and maintain scalable data pipelines (ETL/ELT) and transformation workflows | Provide accurate and timely metrics, dashboards, and reports to meet group-level needs | Develop data applications and visualisations that enable stakeholders to access and act on insights | Support data governance and compliance processes to ensure consistent, accurate, and trustworthy data | Partner with business teams to translate requirements into impactful data products that drive operational excellence.;80% Backend - pipelines, transformations, data apps | 20% Frontend - dashboards, visualisations
66;Cell Culture Technician;ADM International Sàrl;Rolle;Develop and optimize advanced cell culture techniques, including work with primary cells, stem cells, organoids, and organ-on-a-chip systems. | Conduct co-culture experiments involving mammalian cells and bacteria. | Reporting results, proposing technical solutions, and participating in data analysis. | Monitor and maintain laboratory equipment to ensure proper functioning and calibration. | Organize and optimize lab workflows to ensure compliance with health and safety regulations within the facility. | Contribute to daily facility operations such as waste and consumable stock management. | Contribute to resolve building issues, including maintenance requests and coordination with facility services. | Work within SOPs and technical documentation applicable in BLS2 labs and in the company.;Laboratory Technician Diploma or Bachelor’s degree in cellular biology or related fields. | Over 3 years of work experience with strong focus on mammalian cell culture, ideally with primary cells and organoids, along with a solid understanding of cellular and molecular biology techniques | Hands-on experience with bacteria is desirable but not mandatory, providing an added advantage for interdisciplinary research. | Proven significant experience in facility management, including organizing waste disposal, monitoring and maintaining equipment, and managing consumables stock. | Proactive communication and a strong willingness to embrace new challenges and expand technical expertise. | Strong scientific rigor with a dedicated focus on experimental reproducibility and data integrity. | Strong documentation skills and ability to effectively communicate with colleagues. | Excellent interpersonal skills and ability to work with others both as part of a local team and in a global context.
67;UAS Professor of Bioprocess Engineering (automation and digitalization) (80-100%);Haute Ecole d'Ingénierie;Sion;Contribute to teaching in our Life Sciences Engineering degree programs | Establish and develop an externally funded research program | Establish and maintain a network with industry professionals for the benefit of the Bachelor and Master degree programs and research;A PhD in chemical engineering, biotechnology, or related fields with a strong background on process modelling and optimization | Proven expertise in software engineering and data analysis, with a demonstrated history of successfully applying machine learning techniques | Knowledge of USP/DSP with interest and ability to work on either field | Industrial experience in a relevant field is an asset | Demonstrated R&D project management experience | Excellent communication, interpersonal skills and ability to work in a team | Fluent in English with proficiency in French, knowledge of German is a welcome addition
68;Wissenschaftliche:r Mitarbeiter:in 60%;Hochschule Luzern;Luzern;Mitarbeit bei der Konzeption, Planung und Durchführung wissenschaftlicher Projekte | Unterstützung bei der Erstellung von Forschungsberichten, Publikationen und wissenschaftlichen Präsentationen | Mitwirkung bei der Koordination und Kommunikation mit internen sowie externen Projektpartnern | Beteiligung an der administrativen Abwicklung und Dokumentation von Forschungs- und Drittmittelprojekten | Einsitz als Prüfungsbeisitz und evtl. Lehrtätig im Bachelor Soziale Arbeit;Master-Abschluss in Sozialer Arbeit, Erziehungswissenschaft, Sozial- oder Sonderpädagogik, Sozialwissenschaften oder Psychologie | gute Kenntnisse in qualitativer oder quantitativer Sozialforschung | Freude am Verfassen von Forschungsberichten und Berichterstattungen | stilsicheres Deutsch, gute Englischkenntnisse, Französischkenntnisse sind von Vorteil | organisatorisches Geschick | effiziente, strukturierte und selbständige Arbeitsweise | erste Erfahrungen als wissenschaftliche:r Mitarbeiter:in resp. Assistent:in sind von Vorteil
